SMILES,Predicted_pKi,MW,HBD,HBA,LogP,TPSA,SA,predicted_pKi_random,std_random,norm_random,penalized_random
CN([5*]CC(C)(C)N[C@@H]([10*][1*]C(=O)c1cnc2n1CCCC2)c1ccccc1)[C@H](C[4*]c1cnc(C#N)cc1F)[C@H](C[16*]c1ccoc1C(=O)O)C(=O)S,-0.9484992648983536,686.8100000000002,3.0,10.0,4.657480000000005,154.35,6.28890174501549,7.989790315764242,0.12589251470223609,0.7290465037972165,0.6428073103652555
C=CCN([5*]CC(C)=CCCN(C)C[9*]N=c1nc(O)nc(O)n1[9*][5*]N[C@@H]1CCC[C@H]1CCC[5*]C(=O)[C@@H](N)CCC(=O)O)C(C)C,-1.184908433593498,604.7970000000004,5.0,12.0,2.6540000000000017,182.43,6.477541820366597,7.981754070406774,0.20099652820015507,0.7274561235675803,0.5949974725844516
CC(C)n1cccc1C[4*]C=C[C@H]([4*][9*]Oc1cc(F)cnc1F)CC[5*]Nc1cnc2ncccc2n1,-1.0453296301971104,464.52000000000015,1.0,7.0,5.967100000000006,77.75,5.395205751092895,7.9809264269376,0.0764949629335826,0.7272920010141674,0.6737324583050159
COCCO[C@@H](C)C(=O)[1*]COc1cncc(O[9*][5*]CCOC(=O)CCCC#CC[15*]c2ncc(F)cc2F)n1,-0.998732019335394,521.5170000000003,0.0,10.0,2.492,118.96,5.3701052935479705,7.962353681905142,0.12238784265794367,0.7235928038882327,0.6402386298108163
Cc1cc(C[4*]Cc2ccc(C#N)c(OC[1*]C(=O)CNC3CCCCC3)n2)cnc1[6*][10*]N(C)C(=O)c1ccc(F)cn1,-0.9709734752531716,544.6310000000003,1.0,8.0,3.2437000000000014,121.09999999999998,4.721633050858863,7.9296714875755026,0.16517871190740624,0.7170086326915104,0.6078384677567146
COC[C@H](N)CN([9*]CN([35*]Cc1cc([4*][5*]N2CCn3nncc3C2)cnc1F)C(=O)CC[4*][C@@H](C)NC(=O)c1nonc1N)c1ccc(C#N)cc1,-0.7663187148909127,675.73,3.0,15.0,0.2259800000000068,223.47,6.195530569357306,7.917509527379667,0.09726921702013068,0.7145343830866204,0.6483054126116925
CC(C[3*]O[C@@H](F)C(=O)C(C)(C)C)C(=O)[C@H]([9*][4*]Cc1ccccc1OC[6*]NC(=O)COCCO)C[12*]NC(=O)c1ccc(C#N)cn1,-1.013956222595614,614.6710000000002,3.0,10.0,3.187380000000001,176.94,6.015065123122618,7.913547363415515,0.14293793305505623,0.7137255142012104,0.6186628908323937
CC[C@@H](CC[5*]CCC(=O)CN(C[1*]C(=O)[C@H](CS)NC(=O)C[8*][C@@]1(O)CCCC1(C)C)C[6*]CS(=O)(=O)CCl)O[3*]Cc1cc(N)nc(S[11*][5*]N2CCNC[C@@H]2CO)c1,-1.1754692239373643,837.5719999999998,6.0,15.0,2.8019000000000034,204.49,7.293151399789329,7.909920149567029,0.16469684387322278,0.7129838226059615,0.6047177904221934
[5*]N[C@H](C[7*]COC(=O)CNC(=O)CC[C@H](C)C#N)CNC(=O)[1*][1*]C(=O)N[C@@H]1CCC[C@H](C[5*]Nc2ccc(C3CC3)nc2)C1,-1.0713531613804654,568.6990000000001,5.0,9.0,3.334780000000001,174.33999999999995,6.032445487078517,7.909463376452342,0.1981197364731284,0.7128903404261507,0.5847637221410827
CC(C)C[C@@H](C)CN[5*][14*]c1nc(C(C[22*]c2cccc(C(F)(F)F)c2)C2CC2)nnc1C[7*]NC(=O)c1noc(C[10*]C(=O)N2CCC[C@@H]2COC[12*]c2ccc(C(F)(F)F)cn2)n1,-0.8674169592341165,831.8629999999997,2.0,11.0,5.390700000000005,161.14999999999998,6.633602046988812,7.907150927730055,0.09145320335172934,0.7124168008218956,0.6501544377434949
CC(C)(CC[2*][C@]1(C)CCOC1)CN[5*]CCC(C)(N)C(=O)[1*][6*][C@@H](CC[5*]C[C@H]1[CH]CN(CC[14*]c2ncc(F)cc2F)C1)C(C)(C)C[4*]Cc1nc2ccc(F)cc2[nH]1,-1.1344942859445817,754.0189999999999,3.0,7.0,8.715290000000005,109.16,7.1973831792274,7.894631725578556,0.12253897014064583,0.7098450725387362,0.6279796543377494
C[C@@H]([2*]CC(C[8*]NC(=O)c1ccc(C#N)cn1)N[C@@H]([10*][5*]C(=O)NC1(CCO)CC1)C[8*][C@@H]1CCS(=O)(=O)C1)C1CCCCC1,-0.9754963276625388,587.7870000000001,4.0,8.0,4.097580000000003,161.28,6.27968667051047,7.859827688612794,0.12620814583955478,0.702624652300512,0.6193154038427298
C[C@@H]([10*]C=CCCCONC(=O)[5*]CCC(=O)c1ccc([8*][3*]OCCCCCC#C[12*]C(=O)c2ccc(C#N)cn2)nc1)NCC#N,-1.0542805061075105,584.6770000000002,2.0,10.0,3.9922600000000026,167.08999999999995,5.79462393565691,7.85799339613533,0.10037326561644556,0.7022412468744108,0.6351770226630478
CS(=O)(=O)N([3*][4*]NC(CO)(CCO)C1CC1)CC[3*]N=C(N)Nc1ncnn1C[14*]c1cc(NN)nc(C[5*]C=NNc2ncc(F)cn2)n1,-0.9980415175720972,664.7330000000001,8.0,17.0,-2.274199999999992,284.99,6.145291939576234,7.844307396711693,0.07163686314476929,0.6993716272712669,0.6510232744547447
CC1(C)C[C@@]1(C)NC(=O)C[10*]CCc1nocc1C[4*][1*]C(=O)/C=C/COC[6*]c1ncc(Cl)cc1F,-1.2511774698631162,477.96400000000017,1.0,6.0,3.6834000000000016,94.32,5.824949156689167,7.8436157984785115,0.05978660277393437,0.6992261980360673,0.658646972704466
CO[C@@H](C)CN([5*]CCC(C#N)(CCC[3*]C(C)(C)NCCO)C(=O)[1*]C=CC[C@H]1C[C@H](NC[10*][1*]C(=O)c2ccc(Cl)cn2)C1)C(=O)NN,-1.1754640746214369,648.249,5.0,10.0,3.6413800000000016,182.7,6.267307746607549,7.836255985181016,0.09156356058449741,0.6976760977703997,0.636631752056878
CCNC(=O)C(=O)N[9*]CC(C)(C[3*]CC(Cl)(Cl)Cl)[C@@H](CC[4*]Cc1nccnc1N)[C@H](C#N)N[8*][12*]c1ncc(F)cc1F,-1.299874432810974,619.9320000000001,4.0,8.0,3.5175800000000006,158.70999999999998,6.428779297060945,7.825851351636021,0.13249863429009098,0.695477006038629,0.6091711821431844
CN(C[4*]CCSc1ccccn1)c1nnc(C[2*][C@H]2CCOc3nn[nH]c32)c([16*][10*]C(=O)c2ccc(C#N)cn2)n1,-0.963989727485306,528.6020000000002,1.0,12.0,2.0001799999999994,159.34999999999997,5.554988357910745,7.821148031131972,0.1231675534044909,0.6944799808967401,0.6140005249853491
NNC(=O)CC(=O)N[7*][5*]([6*]c1ncc(Cl)cc1F)C(=O)[C@@H](O)C[5*]C(=O)[C@@H](O)[C@@H]1CCCOC1C(=O)O,-1.2901290599438249,505.86300000000034,6.0,10.0,-2.3105999999999973,218.23999999999995,5.91188114092639,7.820312496690656,0.09602166091278899,0.6943026704551819,0.6307353299179976
CC1(C)CC(=O)CN1[5*]CCC[C@H]([2*][10*][C@H](C[10*]C(=O)c1ccc(Cl)cn1)NOC(=O)C#CC1CC1)C[8*][C@@H](CCC#N)c1ccccc1,-1.124715634241593,617.1900000000002,1.0,8.0,6.839580000000008,112.39,6.2851505189688375,7.819125540645591,0.11070143696399419,0.694050685136427,0.6213183268459531
[5*]NC(CC(N)=O)C(=O)[1*]CCSCCCN[5*]CC(C)(CCO)CO[3*][7*]c1cccc(OC[6*]c2ccc(C(F)(F)F)cn2)n1,-1.27551713053929,600.6840000000004,4.0,10.0,1.731800000000001,148.69,6.272096184525403,7.80274876592936,0.16375321017225763,0.6905621615593314,0.5862537888559087
CN1CC(N(C[5*]/N=C(/N)NCCCl)CCC=C[1*]C(=O)N[C@H]2CCC[C@H]2CN)C[C@H]1N[5*][13*]C(=O)c1ccc(Cl)cn1,-1.0159069851659883,582.5810000000002,5.0,8.0,1.7234000000000016,154.0,6.154005353408522,7.795735461813999,0.21822284627934707,0.6890615168008846,0.5539684329725906
Cc1nc(C[10*][C@H](CC[5*]Nc2cnc3ccccn23)[C@H](O)CN[5*][7*]Cc2ccccc2N=C=O)cnc1F,-1.124891735096892,489.5550000000002,3.0,9.0,3.9838200000000015,116.8,5.719103159326782,7.793360159789733,0.07920397728568995,0.6885523662921392,0.6361201092374794
COC1=CC=C(N[5*][10*]C(=O)N2CCC[C@@H]2COC[1*]C(=O)c2ccc(C(=O)C[9*][C@H]3C=C(CC[1*]Oc4ccc(C#N)cn4)C=N3)cn2)C2(C)C[C@@H]2C1=O,-1.0359828113676868,678.746,1.0,12.0,4.654980000000005,173.17000000000002,6.580318866203913,7.792129610688361,0.1192124761055076,0.6882884162829404,0.6109380016310803
[5*]N[C@@H](CCC(=O)O)C(=O)[1*]CC(C)(C)OC(=O)N[11*]CC(C)(C[3*]CCCN(C)C(C)(O)CO)[C@H](C[3*]Oc1cc(F)cnc1F)N[5*][3*]OCCCN1CCCCC1,-1.1742577229010318,759.9129999999999,6.0,13.0,4.113600000000003,195.05,6.913713655386151,7.782772325807679,0.09996529020292662,0.6862773058265719,0.620990939556215
CN([35*][8*]/C=C/C(=O)c1ccc(C[1*]C(=O)c2ccn(C(F)F)n2)cn1)CC1CCC(F)(F)CC1,-1.1665046947094428,452.4520000000002,0.0,6.0,4.552300000000004,68.09,4.59842159811115,7.761429451720096,0.13007949517211143,0.6816640027429178,0.5985184650119756
C[C@@H]1CN(C[5*]C[C@H](C[11*]SCn2cc(Cl)cn2)NC(=O)[8*]CC(=O)OCCC(=O)NC[10*][8*]Cc2cccc(C#N)c2)CCO1,-1.25939042737981,605.1610000000002,2.0,10.0,3.5723800000000026,138.57999999999998,5.856614039250383,7.759724105419468,0.10128641416264997,0.6812938310926964,0.6156676378401229
C=C(O)COc1cccc([14*]Cn2cnc(C[3*]Oc3ccc(F)c([16*][5*]Nc4ccc(C#N)nc4)c3)n2)c1F,-1.2961547292025386,490.4700000000001,2.0,9.0,2.957880000000001,118.11,4.9805027367498855,7.757020575796848,0.1182192279073451,0.6807065193170669,0.604808591249432
CC(=O)COC(=O)C(F)(F)[8*]COc1ccc(C[8*][10*]NC(=O)CCCO[C@H](C#C[8*]N=C(C)CC(C)(C)C#N)C[5*]N[C@H]2C[C@@H](C[4*]Cc3ccccc3N(C)C)C[C@H](C)N2)c(O)c1,-1.3139019441135755,822.9949999999999,4.0,12.0,6.173380000000007,174.61,6.883680467736618,7.756204441643755,0.07081903942710897,0.6805291103594182,0.6340016517052831
[5*]N[C@@H](CC(C)C)C(=O)[1*]CN([10*][8*]C[C@H]([6*][6*]c1ccc(Cl)cn1)C(C)C)CC(C[1*]C(=O)CN1CCNC(=O)C1)C(=O)NNCCCCC(C)C,-1.4040630406005334,663.3280000000001,4.0,9.0,3.172800000000004,135.77,6.40028498718458,7.7489420373163425,0.13000901189946745,0.6789481307169769,0.5961758787133404
N#CCC1(N[5*]COC(=O)[C@@H]([5*][5*]NC2CN(C/C=C\Cl)C2)CC[1*]C(=O)c2ncc(O)cc2F)CCCCC1,-1.1728953738416263,522.0210000000004,3.0,9.0,3.481580000000003,127.57999999999998,5.585236771057529,7.748028058363512,0.1275200429654629,0.6787488712330159,0.5974861868363142
CC(C[5*]NCCCNCC#C[4*]Cc1ccc(Cl)o1)(C[6*]c1ccc(C#N)cn1)c1ccc([7*][5*]NCCCCCCC#C[16*]c2ccc(F)c(F)c2C=O)nc1,-1.4498774775179866,725.2840000000001,3.0,8.0,5.542380000000006,115.87,6.220921064990553,7.7369950848421425,0.1425449302024126,0.6763384148577544,0.5864859043320175
C=CCC[C@H]([4*]CC(=O)N[C@@H]([8*]C[C@@H]1CN([5*][19*][C@@H](C)NC(=O)C=C(C)C)OC1=O)CC[16*]c1ccc(C(F)(F)F)cn1)CS(C)(=O)=O,-1.5597196692436974,630.7300000000002,2.0,8.0,3.6857000000000015,134.77,6.536626589038902,7.735844081785251,0.047748534121657776,0.676086403683969,0.6445628595227423
COc1ccc(C(=O)[1*]N=C(N)NC[C@@H]([7*][16*]c2cc(F)cc(C#N)c2)CCl)nc1,-1.3597074176184354,389.818,2.0,5.0,1.58328,113.39,4.964398532228977,7.731811700059149,0.06667116996164074,0.6752027117141941,0.6316540085901912
CC(C[8*]COc1cc(F)cc(F)c1)CS(=O)(=O)[3*]COc1cc(N[5*][5*]Nc2noc3cnccc23)co1,-1.3143054366886375,508.5030000000002,2.0,10.0,4.460000000000003,128.72000000000003,5.479461379891756,7.719968753485061,0.05172511351549659,0.672600136335033,0.6386942695592592
CC(C)[C@H](C#N)C(=O)[9*]CC(C[5*]C[C@@H]1CNCCO1)NC(=O)[C@@H]([3*][6*]c1ccc(C#N)cn1)C[5*]N1CC[C@@H]2OCC[C@H]21,-1.2621887469591435,536.6770000000002,2.0,9.0,1.9540600000000017,140.36999999999998,6.659041326043437,7.695311802030147,0.16584786073565086,0.6671475199947153,0.5651907756284202
CCC(=O)NCC(C)(C)[10*]C[C@H]1CN[10*]CCOc2ncc(N)cc2[10*]C[C@H](CN([5*][5*]Nc2ccc(Cl)c(F)c2)C(=O)C(C)(C)C#N)N1,-1.210691930840056,631.197,5.0,9.0,3.9454800000000017,157.42999999999998,6.600176210321887,7.681027175443869,0.06369163617390933,0.6639679137491541,0.6229973028398256
CC(C[5*]Nc1nccnc1C#C[10*]c1cc(C(=O)NN)ccn1)C(=O)N1CCC(O[9*][10*]C(=O)NC[C@@H](C#N)CC[5*]N2C[C@H]3CCCC[C@]3(C)C2)C1,-1.4632896715739518,670.8189999999996,4.0,11.0,2.4482800000000013,191.49,6.64034856341804,7.674994832368547,0.0979484424321008,0.6626206819237164,0.6007952896162527
CC(=C[6*]c1ncc(Cl)cc1F)CCCCC(=O)N[10*]COC(=O)C[C@H](N[5*][10*]c1ccc(-n2cccn2)nc1)C(=O)O,-1.578633948489221,558.9980000000003,3.0,9.0,2.004599999999999,148.32999999999998,5.223890183771829,7.673201196473096,0.20413048315184154,0.6622195896391689,0.5399446985310387
CC[C@@](C)(CCO)CNC[5*]CC(C[5*]Nc1ncc(C(=O)O)o1)[C@@H]([4*]Cn1cncc1C(=O)N[5*][2*][C@H](C)C1CCN(C)CC1)C(C)(C)C,-0.9425612906795308,631.8629999999998,5.0,10.0,5.322100000000004,157.78000000000003,6.461422718466331,7.6665180259165995,0.11635063969293377,0.6607230490471375,0.5881512393077946
CCC(C)(C)OC(=O)O[3*]CN(C[4*]CN([9*][11*]C(=O)c1ccc(C#N)cn1)Nc1ccc(F)cc1)N[C@@H](C#N)C(N)=O,-1.276598058600955,540.556,3.0,12.0,2.04506,186.7,5.398494561361454,7.66156751796413,0.1544059680626296,0.6596124216635765,0.5652377587412142
C[C@H](CC[5*]N1CCCNC(=O)C1)c1c([7*]CCc2nc([5*][7*]/C=C/C(=O)CN(C)C[5*]NCCOCCF)ncc2F)cc2cc(F)ccn12,-1.2481001584310123,643.7550000000003,2.0,9.0,2.370700000000004,104.1,6.145444508069384,7.659208628188128,0.10886108019693788,0.6590825953524987,0.591101520899655
Cc1cc(F)cnc1C(=O)[10*]Cc1nc(C#N)c([14*][12*]S(=O)(=O)c2cccs2)cc1C#N,-1.241506566116226,426.4540000000001,0.0,8.0,2.2535800000000004,124.57,4.5158237994400166,7.657629095780325,0.06468504861645663,0.658727596778198,0.6174666395206545
C#Cc1ccc(O[C@H](C)[9*]C[C@@H](NN)c2ccccc2[9*][3*]CO[C@@H]2CN3CCC2CC3)nc1C[9*]c1nc(Cl)cnc1OC[4*]Cc1ccc(O)cc1O,-1.439483843734819,699.2520000000003,4.0,11.0,3.660800000000003,148.11,6.965436838367514,7.65446986559501,0.11155851713278768,0.658017028570332,0.5885561258282492
C[C@H](CC[5*]O[C@H]1CCC=C(N=C=O)C1)C[C@H](C)[9*]CCC[C@@H](C)O[C@@H]([3*][5*]C(=O)c1ccc(F)cn1)C1CC1,-1.1277182080459012,500.65500000000026,0.0,6.0,7.302400000000007,77.85000000000001,6.3650521775243725,7.64911280026629,0.10802461637719711,0.6568105064003825,0.5895567232411266
CC(C)S(=O)(=O)N[5*]CCO[C@@H]1C[C@H]1N[5*][5*]Nc1ccccc1CC[7*]C(=O)c1cn(CCC#C[2*]c2ncc(Cl)n2C)cn1,-1.3621103620399904,602.1610000000003,3.0,10.0,2.7378,132.17000000000002,6.143773132828561,7.643501601713412,0.03686025384709829,0.6555445729580948,0.6318209489951229
C#CCN(C[5*]COc1cncc(O[9*]C#CCN2CCCC[C@H]2C[8*][5*]C2(c3cnccn3)CC2)n1)N[C@@H](C)C(=O)O,-1.1295408246453598,533.6330000000004,2.0,10.0,1.9451,125.83,5.938024163584597,7.642587814146841,0.13468006121425696,0.6553382050294878,0.5727626369428189
Cc1cc(C[5*]CCOCCOCC#CC[12*]S(=O)(=O)c2cn(C)cn2)c(C)nc1[5*][14*]c1ccc(Cl)cn1,-1.5204814873352566,517.0510000000002,0.0,8.0,2.44824,96.2,5.040113027564615,7.641336614878121,0.12122884703254908,0.6550555416967382,0.5802686474090027
C[C@@H]([23*]CC(C[1*]C(=O)c1cnc2n1CCCC2)C(=O)[5*][10*]CN(C)CC(F)(F)F)CCCC[9*]NC(=O)c1ccc(C#N)cn1,-1.3508818407765892,574.6480000000001,1.0,8.0,5.139280000000005,120.98,5.912404623085153,7.637112937657834,0.12681590325788064,0.6541005449608763,0.5761944409671241
CN(C[11*]c1cnc(OCCF)cn1)C[C@@H]([4*]CC(=O)CCc1nnn([9*][6*]C(=O)[C@@H](CO)NC(=O)C[12*]c2ncc(Cl)cc2Cl)n1)C(N)=O,-1.2395043822117409,669.5020000000001,3.0,14.0,-1.2275999999999945,221.3,6.1724617934302906,7.614816763594817,0.2283611110751881,0.649038786432845,0.5165289654412186
CCC[C@H](C(=O)O)C(=O)O[10*]Cc1cc(C#N)cnc1C(=O)[11*]C[C@H](CN[10*][7*][C@@H]1CCCc2c(O)cccc21)C(=O)O,-1.288199679136556,537.5690000000004,4.0,9.0,3.214480000000001,186.91,5.694034610302789,7.613390258701981,0.10682115786259301,0.648713777491692,0.5829902373961764
Cc1cc(C[4*]OCC(=O)C=CC#C[4*]NC(C)(C)C#CCOC[2*]NC(=O)c2n[nH]cc2F)ccc1[16*][14*]c1ccc(Cl)cn1,-1.3904387308572408,578.0440000000002,3.0,7.0,2.3199200000000006,118.23,5.761256915195582,7.606297536381949,0.09936867875562153,0.6470957581718649,0.5858862207314407
C[C@@H]([2*]CC(C[1*]C(=O)c1cnc(S)[nH]1)NC(=O)[13*][1*]C(=O)c1ccc(C(=O)C[5*][C@@H](Br)CCC[11*]c2cc(C#N)cc(N)n2)cc1)C(=O)C#CC1CC1,-1.289319526885774,731.6729999999999,4.0,10.0,5.504580000000003,188.76,6.735922915619023,7.605616330895797,0.10948783748214706,0.6469401805705967,0.5798479976233637
CC(C)C[C@H](C#C[5*]N[C@@H](CC(=O)O)C(=O)O)OCCC[4*][5*]Nc1ccc(F)c([16*][2*]C(=O)C(Cl)(Cl)Cl)n1,-1.5682443087553508,540.8030000000001,4.0,7.0,2.9578000000000007,137.85000000000002,5.974846630871195,7.603999593120531,0.10816007992757234,0.6465708161185798,0.58028690787291
CC(=O)c1cnc(N(C)[6*][1*]C(=O)c2csc(O)n2)cc1CC=C[5*]N[C@@H](C#C[3*]O[C@@H]1CCC[C@H](C)C1)C(N)=O,-1.3486930287055297,525.6310000000004,3.0,10.0,2.7788000000000004,147.74,6.096161860736946,7.602089075648218,0.10414101917262954,0.646134108248495,0.5822302924566064
CCNc1cc([16*]Cc2c3cc(N)cnc3nn2[9*][16*]c2cc(F)cnc2F)c(F)cn1,-1.5645842564373618,399.38000000000005,2.0,7.0,1.7367,94.54,4.666855402581905,7.590703770469832,0.12126435506912717,0.6435266070222715,0.5700357159723808
C=CCC[C@@H](O)CO[3*]CO[Si]([4*][1*]CNc1ncc2ccnc-2[nH]1)CC[10*]C(=O)N(C)c1ccc(C=O)cc1,-1.161808613569908,510.6470000000002,3.0,8.0,3.7421000000000015,129.67,5.42672032271941,7.577953065070355,0.15793920753792842,0.640596270755753,0.5470062389598856
CC(C)c1nccc([14*][11*]c2ccc(OCF)cn2)c1N[5*]C[C@@H](C)[C@@H](C)NCC#C[1*]C(=O)[C@]12CNC[C@@H]1CCN2,-1.6080831548760373,522.6690000000003,4.0,8.0,1.9100000000000017,100.20000000000002,6.356268895246512,7.570010333649968,0.21257564860758105,0.6387655595812239,0.5164414133586662
CC1(C[5*]NS(=O)(=O)C(C)(C)C)C[C@H](N[5*][5*]CN[C@H](C[2*]CCCOCC2CC2)CC[2*]C(=O)N(CCCO)C2CC2)n2ccnc21,-1.2258701154851916,624.8930000000004,4.0,9.0,4.283100000000005,137.82,6.384139366182918,7.569540054186902,0.19000446758712997,0.6386570382806647,0.5281409117426005
C=Cc1cc([14*][16*]c2cc(N)cc(OC[3*]c3ncnc4c3CCCCC4)n2)ncc1F,-1.6778110988656243,391.4500000000002,1.0,6.0,1.6823999999999992,86.81,4.672852064976581,7.5684637804157475,0.1038318330991336,0.6384086249869823,0.5754467658929975
C[C@@H](C(=O)N[5*][5*]Nc1cnc(F)c(OC[6*]CCCN(O)C(C)(C)C)c1)C1CC1,-1.3336467305065192,382.4800000000001,3.0,6.0,3.4293000000000022,86.72,5.241893426359238,7.565728089789085,0.1589206828378338,0.6377768709966132,0.5440645007357029
CCN(C)[C@@H](C)[8*]Cc1cc(C(=O)/C=C/[8*][3*]O[C@H](C)[C@@H](C)OCC[10*]c2cc(F)cc(F)c2)ncc1F,-1.5737150715581356,478.5550000000002,0.0,5.0,4.717000000000005,51.66,5.933830899934332,7.556947490287139,0.08004211414630892,0.635745954674177,0.5868427680062981
C[C@H]1C(=O)C(=O)[C@H]([15*]Cn2cc(Cl)cc2[7*][6*]NCc2ccc(C=C[5*]NCc3nccc(N)n3)nc2)CC1(C)C,-1.351749210811513,522.0530000000002,3.0,9.0,3.1195000000000013,127.82,5.81249142575606,7.556519274493643,0.051145776772097994,0.6356467856798683,0.6039535336098689
C[C@@H]1CC[C@@H]1C(=O)C[5*]CN([5*][8*]CCCCSC(=O)C[5*]N[C@@H](NN[5*][14*]c1cc(OCF)ncn1)C(=O)N(C)C)CO,-1.208115411496467,557.6930000000001,4.0,12.0,0.7102000000000028,149.02,6.717724641120125,7.554133256193867,0.19848100945097932,0.63509400531378,0.5207614244471482
C[C@@H]1C[C@@H]1[C@H]([4*][9*]C(=O)NC1CCC(O)C1)CCCCC(=O)C[5*]Nc1ccc(OC[5*]NCCCNC(=O)CCl)cn1,-1.3619156255186802,566.1430000000003,5.0,8.0,3.8648000000000025,141.68,5.91294962599401,7.551322630274553,0.17314364006675803,0.6344423968679535,0.5335767159579494
C[C@@H]([10*]C/C(=C/C(=O)O[6*][12*]C(=O)c1ccc(F)cn1)[C@H]1C[C@H]1C(=O)O)C1CC1,-1.4973727026036538,361.36900000000014,1.0,5.0,3.2729000000000017,93.56000000000002,5.436639717206097,7.5473976516091765,0.05764845063928524,0.6335316158065133,0.5980422803859349
CC1(CNN(CCC[5*]Nc2c(O)cccc2F)C(=O)[9*]Cc2nnc([14*][8*]C(=O)N3CCC=C(Cl)C3)nc2C=C[3*]OCC(=O)NC(C)(C)C)CCC1,-1.4154129785201135,701.2439999999999,4.0,10.0,4.899300000000005,161.90999999999997,5.644894970418105,7.542213943279312,0.1537154699988399,0.6323272869064911,0.5422307501562973
