SMILES,Predicted_pKi,Max_Sim_AD,Zone,MW,TPSA
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS[C@]1(F)F,8.035495,0.6764705882352942,Zone B (Novel),427.4270000000001,81.11
Cc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@]3(c3cc(F)ccc3F)C2)c2nc(Cl)ccc2c1,8.033426,0.5432098765432098,Zone B (Novel),456.8840000000002,85.21000000000001
CN1C(=N)N[C@@]2(c3cc(-c4ccc(F)cc4)cs3)CN(C(=O)c3ccc(F)cn3)C[C@H]2C1=O,8.027515,0.6,Zone B (Novel),467.50100000000026,89.39000000000001
CN1C(=N)N[C@@]2(c3cc(Oc4ncccc4F)ccc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2C1=O,8.0202875,0.8285714285714286,Zone A (Safe),482.4620000000002,87.54000000000002
CN1C(=N)N[C@](C)(C2CC2)C[C@]1(c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F)C(F)F,8.010112,0.581081081081081,Zone B (Novel),465.907,81.11
CSC1C[C@H](F)[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)N1C,8.002052,0.5733333333333334,Zone B (Novel),453.94600000000014,81.11
CN1C(=O)[C@@H]2CN(c3ncccn3)C[C@]2(c2cc(-c3ccc(F)cc3F)cs2)N=C1N,7.996914,0.6621621621621622,Zone B (Novel),440.4790000000001,87.71000000000001
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)SC1(C)F,7.988479,0.6086956521739131,Zone B (Novel),409.43700000000007,81.11
C#CCSc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3)C2)nc(C)c1F,7.985384,0.573170731707317,Zone B (Novel),442.4950000000002,85.21000000000001
COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)cc(Cl)c1F,7.9815464,0.6986301369863014,Zone A (Safe),439.82500000000016,81.55000000000001
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1/C(F)F,7.98149,0.6764705882352942,Zone B (Novel),410.37500000000006,84.35
FC(F)Oc1ccc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3F)C2)nc1F,7.9796314,0.5974025974025974,Zone B (Novel),441.36000000000007,81.55
COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)cc(F)c1F,7.9780545,0.7666666666666667,Zone A (Safe),405.3800000000001,84.05
COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)Sc2ccc(F)cc2c1,7.9772825,0.5301204819277109,Zone B (Novel),487.5070000000002,81.02000000000001
C[C@H]1C[C@H]2C(=O)N(C)C(=N)N[C@]2(c2cc(Oc3ccc(F)c(F)c3)cnc2F)CO1,7.9754863,0.7681159420289855,Zone A (Safe),420.39100000000013,87.54
CN1C(=O)[C@@H]2CN(c3ccccn3)C[C@]2(c2cc(-c3ccc(F)c(F)c3)cs2)N=C1N,7.974068,0.7397260273972602,Zone A (Safe),439.4910000000001,74.82000000000001
CN1C(=O)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)SC1(F)F,7.973189,0.5571428571428572,Zone B (Novel),414.384,74.33000000000001
CSc1cc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C)c1F,7.9727235,0.7049180327868853,Zone A (Safe),417.4850000000001,74.82000000000001
CN1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)N1C(F)F,7.9700327,0.6764705882352942,Zone B (Novel),426.83,84.35000000000001
CSc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C2CC2)c1F,7.9678054,0.7692307692307693,Zone A (Safe),444.5110000000002,87.71000000000001
CN1C(=N)N[C@@]2(c3cc(Oc4cc(F)c(F)cn4)ccc3F)CO[C@H](C3CC3)C[C@H]2C1=O,7.96172,0.8055555555555556,Zone A (Safe),446.42900000000026,87.54000000000002
CN1[C@](F)/C(F)/[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.9585123,0.6363636363636364,Zone B (Novel),394.3520000000001,83.61
CN1C(=N)N[C@@]2(c3cc(Oc4ccc(F)cn4)ccc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2C1=O,7.9534807,0.8529411764705882,Zone A (Safe),482.4620000000002,87.54000000000002
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)SC1(F)F,7.95124,0.6086956521739131,Zone B (Novel),429.855,81.11
FC(F)[C@]1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)N1C,7.9474697,0.6764705882352942,Zone B (Novel),424.83400000000006,81.11
CN(C)c1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)cc(F)c1F,7.9467483,0.6521739130434783,Zone B (Novel),436.41300000000007,78.06
c1cc(Oc2ccc(F)c([C@]34CO[C@H](C)C[C@H]3C(=O)N(C)C(=N)N4)c2)nc(F)c1F,7.9448423,0.7941176470588235,Zone A (Safe),420.391,87.54
CNc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)cc(F)c1F,7.943573,0.6349206349206349,Zone B (Novel),404.3960000000001,86.85000000000001
FC(F)[C@]1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.940109,0.6764705882352942,Zone B (Novel),408.379,81.11
FC(F)[C@]1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.940109,0.6764705882352942,Zone B (Novel),408.379,81.11
CN(C)c1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)cc(F)c1F,7.9383936,0.6349206349206349,Zone B (Novel),418.42300000000006,78.06
CN1C(=S)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C(N)N1C(F)F,7.9365573,0.5774647887323944,Zone B (Novel),440.42600000000004,86.85
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1c1ccc(F)c(F)c1,7.926479,0.6571428571428571,Zone B (Novel),472.44600000000014,84.35
CN1C(=N)N[C@](C)(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN1c1ccc(F)c(F)c1,7.926479,0.6571428571428571,Zone B (Novel),472.44600000000014,84.35
CN1C(=S)N[C@](C)(c2sc(-c3cccc(-c4nnco4)c3)cc2F)CS1(=O)=O,7.9235306,0.8125,Zone A (Safe),438.5310000000001,88.32999999999998
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(F)F,7.9227123,0.8360655737704918,Zone A (Safe),415.41600000000005,81.11
C#CCSc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,7.9183135,0.6933333333333334,Zone B (Novel),460.4850000000002,87.71000000000001
C=CCNc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)cc(F)c1F,7.9176354,0.5921052631578947,Zone B (Novel),448.42400000000015,86.85000000000001
CN1[C@](F)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.9157705,0.6461538461538462,Zone B (Novel),391.377,84.35000000000001
FC(F)[C@]1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C1N,7.915219,0.6119402985074627,Zone B (Novel),395.7920000000001,80.37
CSCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C)c1F,7.9050736,0.7027027027027027,Zone A (Safe),450.4900000000002,87.71000000000001
CN1C(=N)N[C@@]2(c3cc(Oc4cccnc4F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.904929,0.8194444444444444,Zone A (Safe),428.43900000000025,87.54000000000002
FC1(F)C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)N1C,7.8997784,0.71875,Zone A (Safe),411.81500000000005,81.11
CN1Cc2c(F)cc(F)cc2[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.8991895,0.5915492957746479,Zone B (Novel),457.43100000000015,83.61
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)SC1(F)F,7.897979,0.6086956521739131,Zone B (Novel),413.40000000000003,81.11
CSCc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)nc2ccccc12,7.8949594,0.5301204819277109,Zone B (Novel),468.5330000000002,85.21000000000001
CN1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C(F)F,7.8905287,0.6764705882352942,Zone B (Novel),410.375,84.35000000000001
CN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C(F)F,7.8905287,0.6764705882352942,Zone B (Novel),410.375,84.35000000000001
Cc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3)C2)nc(C(F)(F)F)c1F,7.886773,0.5945945945945946,Zone B (Novel),440.3760000000001,85.21000000000001
COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)cc(Cl)c1F,7.882905,0.7540983606557377,Zone A (Safe),421.83500000000015,84.05
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1c1cc(F)cc(F)c1,7.8783565,0.6666666666666666,Zone B (Novel),472.44600000000014,84.35
CN1C(=O)[C@@H]2CN(c3ccc(F)cn3)C[C@]2(c2cc(-c3cccc(F)c3)cs2)N=C1N,7.873077,0.8309859154929577,Zone A (Safe),439.4910000000001,74.82000000000001
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccccn3)ccc2F)CS1C(F)F,7.8725038,0.6111111111111112,Zone B (Novel),411.45300000000003,81.11
CN1[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)F,7.870005,0.5915492957746479,Zone B (Novel),410.375,84.35000000000001
FC(F)CN1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.8692565,0.6571428571428571,Zone B (Novel),424.4020000000001,84.35000000000001
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1CC(F)F,7.8692565,0.6571428571428571,Zone B (Novel),424.4020000000001,84.35
CN1C(=O)[C@@H]2CN(c3ccc(F)cn3)C[C@]2(c2cc(-c3ccccc3)cc(F)c2F)N=C1N,7.8663573,0.5802469135802469,Zone B (Novel),451.4520000000001,74.82000000000001
CC(C)N(C)c1cc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1F,7.858556,0.5609756097560976,Zone B (Novel),486.54200000000026,75.56
FC(F)[C@]1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)F,7.854988,0.625,Zone B (Novel),458.386,81.11
CN(C)c1cc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)nc(F)c1F,7.8545346,0.5384615384615384,Zone B (Novel),436.4130000000001,75.56
FC(F)[C@]1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1,7.8515663,0.6470588235294118,Zone B (Novel),394.352,89.9
FC(F)[C@]1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1,7.8515663,0.6470588235294118,Zone B (Novel),394.352,89.9
FC(F)[C@H]1C[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)N1C,7.850815,0.6666666666666666,Zone B (Novel),425.8420000000001,81.11
CN1C(=N)N[C@@]2(c3cc(OCC4CC4)ccc3F)CO[C@](c3cc(F)ccc3F)C[C@H]2C1=O,7.8469872,0.6901408450704225,Zone B (Novel),458.4600000000002,74.65
CN1C(=N)N[C@@]2(c3cc(Oc4ncc(Cl)cc4F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.8468094,0.8714285714285714,Zone A (Safe),462.8840000000003,87.54000000000002
C#CCSc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,7.845085,0.6125,Zone B (Novel),460.4850000000002,85.21000000000001
CN1C(=O)[C@@H]2CN(c3ccc(F)cn3)C[C@]2(c2cc(-c3ccc(F)cc3)cs2)N=C1N,7.8449707,0.7746478873239436,Zone A (Safe),439.4910000000001,74.82000000000001
CN1[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1Cc1cc(F)cc(F)c1,7.843448,0.5972222222222222,Zone B (Novel),472.4460000000001,84.35000000000001
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@H]1CC(F)(F)F,7.8428106,0.647887323943662,Zone B (Novel),441.4040000000001,81.11
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@](C)(F)CC3(F)F)c2)nc1,7.8390994,0.7878787878787878,Zone A (Safe),448.42000000000013,89.6
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1CCC(F)(F)F,7.8356123,0.6388888888888888,Zone B (Novel),456.41900000000015,84.35
CN1C(=S)CC[C@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2S1(=O)=O,7.8333735,0.6493506493506493,Zone B (Novel),467.51900000000023,88.6
CN1C(=N)N[C@@]2(c3cc(OCC(F)F)ccc3F)CO[C@@H](c3ccc(F)cn3)C[C@H]2C1=O,7.832627,0.7162162162162162,Zone A (Safe),452.4080000000002,87.54000000000002
CN(CC1(F)F)C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)OC1=O,7.831585,0.5616438356164384,Zone B (Novel),411.35500000000013,71.53
COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)cc(F)c1F,7.8310328,0.8095238095238095,Zone A (Safe),423.3700000000001,84.05
CSCc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,7.819583,0.6533333333333333,Zone B (Novel),450.4900000000002,85.21000000000001
CN1C(=N)N[C@@]2(c3cc(OCC4CC4)ccc3F)CO[C@](C)(c3ccc(F)cc3)C[C@H]2C1=O,7.8189373,0.7027027027027027,Zone A (Safe),455.5050000000002,74.65
COc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)[C@](C)(F)C[C@]3(F)F)c2)nc1,7.818425,0.8225806451612904,Zone A (Safe),442.3880000000001,89.6
COc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)[C@](C)(F)CC3(F)F)c2)nc1,7.818425,0.8225806451612904,Zone A (Safe),442.3880000000001,89.6
CN1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)N1CC(F)F,7.8183856,0.5633802816901409,Zone B (Novel),440.8570000000001,86.85
C#CCN1C[C@H](C)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.8176823,0.55,Zone B (Novel),426.47100000000006,84.35000000000001
CN1c2ccc(F)cc2[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)cc(F)c2F)CS1(=O)=O,7.811626,0.5714285714285714,Zone B (Novel),479.45500000000015,79.37
CC#Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,7.8105044,0.7428571428571429,Zone A (Safe),428.4180000000001,87.71000000000001
FC(F)[C@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.8093762,0.6666666666666666,Zone B (Novel),409.38700000000006,81.11
FC(F)[C@H]1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.8093762,0.6666666666666666,Zone B (Novel),409.38700000000006,81.11
CN(C)c1cc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3F)C2)nc(C(F)F)c1F,7.8019066,0.5897435897435898,Zone B (Novel),468.4300000000001,75.56
COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)cc(F)c1F,7.800786,0.8095238095238095,Zone A (Safe),423.3700000000001,84.05
Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C(F)F)c1F,7.8001447,0.8392857142857143,Zone A (Safe),422.3860000000001,87.71000000000001
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1Cc1ccc(F)c(F)c1,7.797616,0.6438356164383562,Zone B (Novel),486.4730000000002,84.35
CN1C(=O)[C@@H]2CN(c3ccc(F)cc3)C[C@]2(c2cc(-c3ccc(F)c(F)c3)cc(F)c2F)N=C1N,7.7963676,0.5555555555555556,Zone B (Novel),486.44400000000013,61.93000000000001
C#CCN1CC[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.796195,0.6216216216216216,Zone B (Novel),412.4440000000001,84.35000000000001
CN1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)N1CC(F)F,7.7953053,0.6571428571428571,Zone B (Novel),440.857,84.35000000000001
COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)c(F)cc3F)C2)cc(F)c1F,7.790272,0.75,Zone A (Safe),441.3600000000001,84.05
CN1C(=N)N[C@@]2(c3cc(Oc4cnccc4F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.788737,0.8260869565217391,Zone A (Safe),428.43900000000025,87.54000000000002
CN1c2ccc(F)cc2N(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.786572,0.5507246376811594,Zone B (Novel),448.4260000000001,82.60999999999999
CN1C(=N)N[C@@]2(c3cc(OCC4CC4(F)F)ccc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2C1=O,7.7853546,0.8260869565217391,Zone A (Safe),477.4580000000002,74.65
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@@]1(F)F,7.7842917,0.71875,Zone A (Safe),395.36000000000007,81.11
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CC1(F)F,7.7842917,0.71875,Zone A (Safe),395.36000000000007,81.11
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@]1(F)F,7.7842917,0.71875,Zone A (Safe),395.36000000000007,81.11
FC1(F)C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.7842917,0.71875,Zone A (Safe),395.36,81.11
CSCCN1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)NC(=N)N1C,7.7833047,0.6388888888888888,Zone B (Novel),450.9710000000001,84.35000000000001
FC(F)[C@]1C[C@@](C)(F)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.779355,0.6301369863013698,Zone B (Novel),454.42300000000006,81.11
CSc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3)C2)nc(F)c1F,7.778109,0.5921052631578947,Zone B (Novel),422.4360000000001,85.21000000000001
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)cc(F)c2F)SC1(F)F,7.7773733,0.5714285714285714,Zone B (Novel),431.39000000000004,81.11
FC(F)(F)c1cc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C2CC2)c1,7.7737265,0.582089552238806,Zone B (Novel),447.4360000000002,74.82000000000001
COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)cc(F)c1F,7.7711444,0.6666666666666666,Zone B (Novel),423.3700000000001,81.55000000000001
CSc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C)c1F,7.7705135,0.8392857142857143,Zone A (Safe),418.4730000000001,87.71000000000001
CN(C)c1cc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1F,7.7698727,0.6986301369863014,Zone A (Safe),458.48800000000017,78.06
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@H]1CC(F)F,7.7660966,0.647887323943662,Zone B (Novel),423.4140000000001,81.11
COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3F)C2)cc(F)c1F,7.765041,0.7647058823529411,Zone A (Safe),423.3700000000001,81.55000000000001
COC[C@H]1C[C@H]2C(=O)N(C)C(=N)N[C@]2(c2cc(Oc3cccc(F)c3F)ccc2F)CO1,7.763961,0.7534246575342466,Zone A (Safe),449.42900000000014,83.88000000000001
CN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)C1(F)F,7.762889,0.7619047619047619,Zone A (Safe),395.36,81.11000000000001
F[C]1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.7623525,0.71875,Zone A (Safe),376.362,81.11
[C]1(F)C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.7623525,0.71875,Zone A (Safe),376.362,81.11
CN1C(=O)[C@H]2CN(c3ccc(F)cc3)C[C@]2(c2cc(-c3ccc(F)c(F)c3)cs2)N=C1N,7.7623024,0.7428571428571429,Zone A (Safe),456.4930000000001,61.93000000000001
CN1C(=O)[C@@H]2CN(c3ccc(F)cc3)C[C@]2(c2cc(-c3ccc(F)c(F)c3)cs2)N=C1N,7.7623024,0.7428571428571429,Zone A (Safe),456.4930000000001,61.93000000000001
CN1CC[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)F,7.7609463,0.6388888888888888,Zone B (Novel),438.42900000000003,84.35000000000001
